"","...1","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa"
"18297",18297,34666,"Morera","01/04/2011 11:53","Alto (> 8 mts)",90,"Grande",-68.8506066858,-32.8761117587,6,"Residencial Norte",2694682.37982,0
"18298",18298,34667,"Morera","31/03/2011 08:59","Alto (> 8 mts)",140,"Grande",-68.8505228061,-32.8760638462,6,"Residencial Norte",2694682.37982,0
"18299",18299,34668,"Morera","31/03/2011 09:01","Alto (> 8 mts)",180,"Grande",-68.8504304496,-32.8760833928,6,"Residencial Norte",2694682.37982,0
"18300",18300,34669,"Morera","31/03/2011 09:04","Alto (> 8 mts)",120,"Grande",-68.8503376703,-32.8761001434,6,"Residencial Norte",2694682.37982,0
"18301",18301,34672,"Morera","31/03/2011 09:08","Alto (> 8 mts)",160,"Grande",-68.8500365288,-32.8761658472,6,"Residencial Norte",2694682.37982,0
"18302",18302,34674,"Morera","31/03/2011 09:11","Alto (> 8 mts)",135,"Grande",-68.8498680355,-32.8762001916,6,"Residencial Norte",2694682.37982,0
"18303",18303,34675,"Morera","31/03/2011 09:13","Alto (> 8 mts)",140,"Grande",-68.8497971332,-32.8762116013,6,"Residencial Norte",2694682.37982,1
"18304",18304,34677,"Morera","31/03/2011 09:16","Alto (> 8 mts)",142,"Grande",-68.8496303704,-32.8762379756,6,"Residencial Norte",2694682.37982,0
"18305",18305,34678,"Morera","31/03/2011 09:21","Alto (> 8 mts)",90,"Grande",-68.8495372638,-32.8762585125,6,"Residencial Norte",2694682.37982,0
"18306",18306,34679,"Morera","31/03/2011 09:59","Alto (> 8 mts)",90,"Grande",-68.8494722778,-32.8763320125,6,"Residencial Norte",2694682.37982,0
"18307",18307,34680,"Morera","31/03/2011 10:03","Alto (> 8 mts)",180,"Grande",-68.8494821318,-32.8763815273,6,"Residencial Norte",2694682.37982,0
"18308",18308,34682,"Morera","31/03/2011 10:06","Alto (> 8 mts)",156,"Grande",-68.8495120937,-32.8764830941,6,"Residencial Norte",2694682.37982,0
"18309",18309,34683,"Morera","31/03/2011 10:10","Alto (> 8 mts)",160,"Grande",-68.8495457914,-32.8765808593,6,"Residencial Norte",2694682.37982,1
"18310",18310,34684,"Morera","31/03/2011 10:22","Alto (> 8 mts)",133,"Grande",-68.8495560443,-32.8766315062,6,"Residencial Norte",2694682.37982,0
"18311",18311,34685,"Morera","31/03/2011 10:27","Alto (> 8 mts)",180,"Grande",-68.8495770715,-32.8767087164,6,"Residencial Norte",2694682.37982,0
"18312",18312,34688,"Morera","31/03/2011 11:11","Alto (> 8 mts)",190,"Grande",-68.8496128179,-32.8768874444,6,"Residencial Norte",2694682.37982,0
"18313",18313,34691,"Morera","31/03/2011 11:16","Alto (> 8 mts)",132,"Grande",-68.8496756054,-32.877103746,6,"Residencial Norte",2694682.37982,0
"18314",18314,34693,"Morera","01/04/2011 14:01","Alto (> 8 mts)",190,"Grande",-68.8497869222,-32.8771840403,6,"Residencial Norte",2694682.37982,0
"18315",18315,34694,"Morera","01/04/2011 14:00","Muy bajo (1 - 2 mts)",25,"Mediano",-68.8499767635,-32.877146938,6,"Residencial Norte",2694682.37982,0
"18316",18316,34696,"Morera","01/04/2011 13:57","Alto (> 8 mts)",160,"Grande",-68.8501845921,-32.8771078715,6,"Residencial Norte",2694682.37982,0
"18317",18317,34699,"Morera","01/04/2011 13:53","Alto (> 8 mts)",160,"Grande",-68.8503735574,-32.8770640968,6,"Residencial Norte",2694682.37982,0
"18318",18318,34700,"Morera","01/04/2011 13:51","Alto (> 8 mts)",195,"Grande",-68.8504864928,-32.877050747,6,"Residencial Norte",2694682.37982,0
"18319",18319,34702,"Morera","01/04/2011 13:48","Alto (> 8 mts)",160,"Grande",-68.8506296566,-32.877022925,6,"Residencial Norte",2694682.37982,0
"18320",18320,34705,"Fresno europeo","01/04/2011 12:07","Alto (> 8 mts)",180,"Grande",-68.8498678694,-32.8772908601,6,"Residencial Norte",2694682.37982,0
"18321",18321,34706,"Morera","01/04/2011 12:04","Alto (> 8 mts)",160,"Grande",-68.8499480545,-32.8772755031,6,"Residencial Norte",2694682.37982,0
"18322",18322,34708,"Morera","01/04/2011 11:44","Alto (> 8 mts)",220,"Grande",-68.8502858159,-32.8772121428,6,"Residencial Norte",2694682.37982,0
"18323",18323,34710,"Morera","01/04/2011 11:38","Alto (> 8 mts)",120,"Grande",-68.8505217427,-32.8771667136,6,"Residencial Norte",2694682.37982,0
"18324",18324,34711,"Morera","01/04/2011 11:35","Medio (4 - 8 mts)",50,"Mediano",-68.8505695213,-32.8771587456,6,"Residencial Norte",2694682.37982,1
"18325",18325,34712,"Morera","01/04/2011 11:30","Alto (> 8 mts)",170,"Grande",-68.8506551385,-32.8771442404,6,"Residencial Norte",2694682.37982,0
"18326",18326,34713,"Morera","01/04/2011 11:28","Medio (4 - 8 mts)",150,"Grande",-68.8507255782,-32.8771318811,6,"Residencial Norte",2694682.37982,0
"18327",18327,34715,"Paraiso sombrilla","31/03/2011 13:27","Alto (> 8 mts)",160,"Grande",-68.8508861976,-32.8771504898,6,"Residencial Norte",2694682.37982,0
"18328",18328,34717,"Morera","31/03/2011 13:23","Alto (> 8 mts)",120,"Grande",-68.8509174683,-32.8772762655,6,"Residencial Norte",2694682.37982,0
"18329",18329,34720,"Morera","31/03/2011 13:17","Alto (> 8 mts)",130,"Grande",-68.8509518584,-32.8774192303,6,"Residencial Norte",2694682.37982,0
"18330",18330,34723,"Fresno europeo","31/03/2011 13:08","Alto (> 8 mts)",150,"Grande",-68.8510096737,-32.8776460237,6,"Residencial Norte",2694682.37982,0
"18331",18331,34725,"Morera","31/03/2011 13:02","Medio (4 - 8 mts)",120,"Grande",-68.8510362628,-32.8777561549,6,"Residencial Norte",2694682.37982,0
"18332",18332,34726,"Morera","31/03/2011 12:54","Medio (4 - 8 mts)",88,"Grande",-68.8510496261,-32.8778062355,6,"Residencial Norte",2694682.37982,1
"18333",18333,34727,"Fresno europeo","31/03/2011 12:51","Alto (> 8 mts)",110,"Grande",-68.8510686832,-32.8778822601,6,"Residencial Norte",2694682.37982,0
"18334",18334,34728,"Morera","31/03/2011 12:50","Alto (> 8 mts)",160,"Grande",-68.8510866535,-32.8779576938,6,"Residencial Norte",2694682.37982,0
"18335",18335,34730,"Fresno europeo","31/03/2011 12:45","Bajo (2 - 4 mts)",8,"Chico",-68.8510281137,-32.8780628589,6,"Residencial Norte",2694682.37982,0
"18336",18336,34738,"Acacia SP","31/03/2011 12:30","Bajo (2 - 4 mts)",32,"Mediano",-68.8503236829,-32.8781920556,6,"Residencial Norte",2694682.37982,0
"18337",18337,34739,"Ligustro","31/03/2011 12:29","Bajo (2 - 4 mts)",40,"Mediano",-68.8502580497,-32.8782051418,6,"Residencial Norte",2694682.37982,0
"18338",18338,34740,"Pltano","31/03/2011 12:27","Alto (> 8 mts)",280,"Grande",-68.8502048181,-32.878214636,6,"Residencial Norte",2694682.37982,0
"18339",18339,34741,"Acacia SP","30/03/2011 13:08","Medio (4 - 8 mts)",82,"Grande",-68.8505821741,-32.8791327244,6,"Residencial Norte",2694682.37982,0
"18340",18340,34743,"Fresno europeo","30/03/2011 13:06","Alto (> 8 mts)",80,"Grande",-68.8505368158,-32.879031236,6,"Residencial Norte",2694682.37982,0
"18341",18341,34744,"Morera","30/03/2011 13:04","Alto (> 8 mts)",77,"Grande",-68.8505261095,-32.878998141,6,"Residencial Norte",2694682.37982,1
"18342",18342,34746,"Fresno europeo","30/03/2011 12:56","Alto (> 8 mts)",92,"Grande",-68.8504472865,-32.8788149561,6,"Residencial Norte",2694682.37982,0
"18343",18343,34747,"Fresno americano","30/03/2011 12:52","Alto (> 8 mts)",107,"Grande",-68.8503741804,-32.8786497795,6,"Residencial Norte",2694682.37982,0
"18344",18344,34748,"Fresno americano","30/03/2011 12:50","Alto (> 8 mts)",120,"Grande",-68.8503470413,-32.8785995588,6,"Residencial Norte",2694682.37982,0
"18345",18345,34749,"Perenne","30/03/2011 12:46","Alto (> 8 mts)",116,"Grande",-68.8503174412,-32.8785195369,6,"Residencial Norte",2694682.37982,0
"18346",18346,34751,"Fresno americano","30/03/2011 12:42","Alto (> 8 mts)",37,"Mediano",-68.8502851402,-32.8784360609,6,"Residencial Norte",2694682.37982,0
"18347",18347,34753,"Pltano","30/03/2011 12:10","Alto (> 8 mts)",300,"Grande",-68.8504004241,-32.878299173,6,"Residencial Norte",2694682.37982,0
"18348",18348,34754,"Pltano","30/03/2011 12:07","Alto (> 8 mts)",210,"Grande",-68.8504854906,-32.8782797666,6,"Residencial Norte",2694682.37982,0
"18349",18349,34755,"Pltano","30/03/2011 12:06","Alto (> 8 mts)",180,"Grande",-68.8505463563,-32.8782683202,6,"Residencial Norte",2694682.37982,0
"18350",18350,34758,"Morera","30/03/2011 10:57","Alto (> 8 mts)",160,"Grande",-68.850858165,-32.8782069408,6,"Residencial Norte",2694682.37982,0
"18351",18351,34762,"Morera","30/03/2011 10:39","Alto (> 8 mts)",180,"Grande",-68.8511813187,-32.8782407497,6,"Residencial Norte",2694682.37982,0
"18352",18352,34764,"Fresno europeo","30/03/2011 10:36","Alto (> 8 mts)",170,"Grande",-68.8512086565,-32.8783845671,6,"Residencial Norte",2694682.37982,0
"18353",18353,34765,"Morera","30/03/2011 10:33","Alto (> 8 mts)",180,"Grande",-68.8512266198,-32.878461805,6,"Residencial Norte",2694682.37982,0
"18354",18354,34766,"Fresno europeo","30/03/2011 10:32","Alto (> 8 mts)",110,"Grande",-68.8512343715,-32.8784840897,6,"Residencial Norte",2694682.37982,0
"18355",18355,34767,"Morera","30/03/2011 10:30","Alto (> 8 mts)",146,"Grande",-68.8512478682,-32.8785458861,6,"Residencial Norte",2694682.37982,1
"18356",18356,34771,"Fresno europeo","30/03/2011 10:13","Alto (> 8 mts)",85,"Grande",-68.8513132744,-32.8787738353,6,"Residencial Norte",2694682.37982,0
"18357",18357,34772,"Fresno europeo","30/03/2011 10:10","Bajo (2 - 4 mts)",60,"Mediano",-68.8513258814,-32.8788482454,6,"Residencial Norte",2694682.37982,0
"18358",18358,34773,"Paraiso","30/03/2011 10:08","Medio (4 - 8 mts)",70,"Grande",-68.8513400085,-32.8788832695,6,"Residencial Norte",2694682.37982,0
"18359",18359,34776,"Fresno europeo","30/03/2011 09:58","Alto (> 8 mts)",76,"Grande",-68.851392414,-32.8790469287,6,"Residencial Norte",2694682.37982,1
"18360",18360,34777,"Morera","30/03/2011 09:53","Alto (> 8 mts)",125,"Grande",-68.8513391707,-32.8791060571,6,"Residencial Norte",2694682.37982,1
"18361",18361,34778,"Caducifolio","30/03/2011 09:51","Medio (4 - 8 mts)",40,"Mediano",-68.8512875286,-32.8791169351,6,"Residencial Norte",2694682.37982,0
"18362",18362,34780,"Morera","30/03/2011 09:46","Alto (> 8 mts)",180,"Grande",-68.8511208516,-32.8791439823,6,"Residencial Norte",2694682.37982,0
"18363",18363,34782,"Morera","29/03/2011 13:01","Alto (> 8 mts)",136,"Grande",-68.8509979279,-32.8791699355,6,"Residencial Norte",2694682.37982,0
"18364",18364,34784,"Perenne","29/03/2011 12:57","Alto (> 8 mts)",50,"Mediano",-68.850853927,-32.8791934207,6,"Residencial Norte",2694682.37982,0
"18365",18365,34786,"Morera","29/03/2011 12:48","Alto (> 8 mts)",77,"Grande",-68.8507234428,-32.8792219677,6,"Residencial Norte",2694682.37982,0
"18366",18366,34787,"Morera","30/03/2011 10:03","Alto (> 8 mts)",160,"Grande",-68.8509546984,-32.8769060024,6,"Residencial Norte",2694682.37982,0
"18367",18367,34790,"Morera","30/03/2011 10:08","Alto (> 8 mts)",126,"Grande",-68.8509129086,-32.8767196627,6,"Residencial Norte",2694682.37982,0
"18368",18368,34792,"Morera","30/03/2011 10:10","Muy bajo (1 - 2 mts)",5,"Chico",-68.8508785864,-32.8766046559,6,"Residencial Norte",2694682.37982,0
"18369",18369,34793,"Morera","30/03/2011 10:12","Alto (> 8 mts)",120,"Grande",-68.8508622443,-32.8765366487,6,"Residencial Norte",2694682.37982,0
"18370",18370,34794,"Morera","30/03/2011 10:14","Alto (> 8 mts)",180,"Grande",-68.8508443454,-32.8764717712,6,"Residencial Norte",2694682.37982,0
"18371",18371,34797,"Morera","30/03/2011 10:20","Alto (> 8 mts)",123,"Grande",-68.8507917691,-32.8762515393,6,"Residencial Norte",2694682.37982,0
"18372",18372,34799,"Morera","30/03/2011 10:22","Medio (4 - 8 mts)",50,"Mediano",-68.8507477807,-32.8761022565,6,"Residencial Norte",2694682.37982,0
"18373",18373,34800,"Morera","30/03/2011 10:24","Alto (> 8 mts)",180,"Grande",-68.8507368347,-32.876066356,6,"Residencial Norte",2694682.37982,0
"18374",18374,34801,"Morera","30/03/2011 10:30","Alto (> 8 mts)",160,"Grande",-68.8508601593,-32.8759949988,6,"Residencial Norte",2694682.37982,0
"18375",18375,34803,"Olmo bola","30/03/2011 10:35","Alto (> 8 mts)",136,"Grande",-68.8510511654,-32.875962495,6,"Residencial Norte",2694682.37982,0
"18376",18376,34809,"Morera","30/03/2011 13:10","Alto (> 8 mts)",170,"Grande",-68.8515333033,-32.8758769672,6,"Residencial Norte",2694682.37982,0
"18377",18377,34811,"Morera","30/03/2011 13:33","Alto (> 8 mts)",150,"Grande",-68.851696352,-32.8758400902,6,"Residencial Norte",2694682.37982,0
"18378",18378,34812,"Morera","30/03/2011 13:37","Alto (> 8 mts)",158,"Grande",-68.8517381101,-32.8758331083,6,"Residencial Norte",2694682.37982,0
"18379",18379,34813,"Morera","30/03/2011 13:41","Alto (> 8 mts)",145,"Grande",-68.8518194361,-32.875818847,6,"Residencial Norte",2694682.37982,0
"18380",18380,34814,"Morera","30/03/2011 13:44","Alto (> 8 mts)",165,"Grande",-68.8519142632,-32.8758008136,6,"Residencial Norte",2694682.37982,0
"18381",18381,34817,"Morera","30/03/2011 13:49","Alto (> 8 mts)",140,"Grande",-68.8521881503,-32.8757469864,6,"Residencial Norte",2694682.37982,0
"18382",18382,34819,"Morera","29/03/2011 12:20","Bajo (2 - 4 mts)",18,"Chico",-68.8523514472,-32.8757985758,6,"Residencial Norte",2694682.37982,0
"18383",18383,34820,"Morera","29/03/2011 12:21","Alto (> 8 mts)",170,"Grande",-68.8523646252,-32.8758420529,6,"Residencial Norte",2694682.37982,0
"18384",18384,34821,"Morera","29/03/2011 12:22","Alto (> 8 mts)",140,"Grande",-68.8523791643,-32.8759024836,6,"Residencial Norte",2694682.37982,0
"18385",18385,34824,"Morera","29/03/2011 12:27","Alto (> 8 mts)",160,"Grande",-68.8524303021,-32.8761180478,6,"Residencial Norte",2694682.37982,0
"18386",18386,34827,"Morera","29/03/2011 12:59","Alto (> 8 mts)",120,"Grande",-68.8524906601,-32.8763269522,6,"Residencial Norte",2694682.37982,0
"18387",18387,34830,"Ailanthus","29/03/2011 13:11","Alto (> 8 mts)",130,"Grande",-68.8525389665,-32.8765161845,6,"Residencial Norte",2694682.37982,0
"18388",18388,34833,"Fresno europeo","29/03/2011 13:31","Alto (> 8 mts)",115,"Grande",-68.8523461009,-32.8766966185,6,"Residencial Norte",2694682.37982,0
"18389",18389,34834,"Morera","30/03/2011 09:28","Alto (> 8 mts)",150,"Grande",-68.8523166058,-32.8767046466,6,"Residencial Norte",2694682.37982,0
"18390",18390,34835,"Acer","30/03/2011 09:29","Medio (4 - 8 mts)",46,"Mediano",-68.8522340311,-32.876720106,6,"Residencial Norte",2694682.37982,0
"18391",18391,34836,"Pltano","30/03/2011 09:31","Alto (> 8 mts)",225,"Grande",-68.8521892493,-32.8767272937,6,"Residencial Norte",2694682.37982,0
"18392",18392,34838,"Prunas","30/03/2011 09:34","Medio (4 - 8 mts)",35,"Mediano",-68.8520319569,-32.8767582315,6,"Residencial Norte",2694682.37982,0
"18393",18393,34841,"Pltano","30/03/2011 09:41","Alto (> 8 mts)",205,"Grande",-68.8517708274,-32.8768082846,6,"Residencial Norte",2694682.37982,0
"18394",18394,34842,"Pltano","30/03/2011 09:46","Alto (> 8 mts)",195,"Grande",-68.8516868037,-32.8768255399,6,"Residencial Norte",2694682.37982,0
"18395",18395,34843,"Fresno europeo","30/03/2011 09:48","Muy bajo (1 - 2 mts)",3,"Chico",-68.8516037476,-32.8768424834,6,"Residencial Norte",2694682.37982,0
"18396",18396,34844,"Pltano","30/03/2011 09:49","Alto (> 8 mts)",199,"Grande",-68.8515383291,-32.8768556606,6,"Residencial Norte",2694682.37982,0
"18397",18397,34845,"Ailanthus","30/03/2011 09:50","Medio (4 - 8 mts)",25,"Mediano",-68.8514347567,-32.8768723993,6,"Residencial Norte",2694682.37982,0
"18398",18398,34846,"Ailanthus","30/03/2011 09:52","Medio (4 - 8 mts)",40,"Mediano",-68.8513577988,-32.8768848414,6,"Residencial Norte",2694682.37982,0
"18399",18399,34848,"Fresno europeo","30/03/2011 09:57","Alto (> 8 mts)",197,"Grande",-68.851205369,-32.8769156785,6,"Residencial Norte",2694682.37982,0
"18400",18400,34849,"Fresno europeo","30/03/2011 09:58","Alto (> 8 mts)",170,"Grande",-68.8511073513,-32.8769302856,6,"Residencial Norte",2694682.37982,0
"18401",18401,34850,"Morera","30/03/2011 10:01","Alto (> 8 mts)",80,"Grande",-68.8510494492,-32.8769420378,6,"Residencial Norte",2694682.37982,0
"18402",18402,34851,"Morera","29/03/2011 10:30","Alto (> 8 mts)",76,"Grande",-68.8515877324,-32.8801592946,1,"Parque Central",1655357.93265,0
"18403",18403,34855,"Fresno americano","29/03/2011 10:13","Medio (4 - 8 mts)",72,"Grande",-68.8510659406,-32.8802264402,1,"Parque Central",1655357.93265,0
"18404",18404,34857,"Fresno americano","29/03/2011 11:05","Medio (4 - 8 mts)",68,"Grande",-68.8508904685,-32.8798471593,1,"Parque Central",1655357.93265,0
"18405",18405,34858,"Ligustro","29/03/2011 11:10","Medio (4 - 8 mts)",68,"Grande",-68.8508452582,-32.8797244752,1,"Parque Central",1655357.93265,0
"18406",18406,34859,"Morera","29/03/2011 11:12","Alto (> 8 mts)",98,"Grande",-68.850771908,-32.8795593778,1,"Parque Central",1655357.93265,0
"18407",18407,34863,"Morera","29/03/2011 12:41","Alto (> 8 mts)",110,"Grande",-68.8509713252,-32.8792944276,6,"Residencial Norte",2694682.37982,0
"18408",18408,34865,"Morera","29/03/2011 12:44","Alto (> 8 mts)",132,"Grande",-68.8511444889,-32.8792642468,6,"Residencial Norte",2694682.37982,1
"18409",18409,34866,"Pltano","29/03/2011 12:46","Alto (> 8 mts)",190,"Grande",-68.8512663465,-32.8792419396,6,"Residencial Norte",2694682.37982,1
"18410",18410,34868,"Morera","29/03/2011 10:52","Medio (4 - 8 mts)",48,"Mediano",-68.8514663693,-32.8793173785,6,"Residencial Norte",2694682.37982,0
"18411",18411,34872,"Fresno europeo","29/03/2011 10:46","Muy bajo (1 - 2 mts)",10,"Chico",-68.8515397457,-32.8795956379,6,"Residencial Norte",2694682.37982,0
"18412",18412,34874,"Fresno europeo","29/03/2011 10:39","Medio (4 - 8 mts)",52,"Mediano",-68.8516074799,-32.8798613571,6,"Residencial Norte",2694682.37982,0
"18413",18413,34875,"Fresno europeo","29/03/2011 10:36","Bajo (2 - 4 mts)",32,"Mediano",-68.8516248916,-32.8799294556,6,"Residencial Norte",2694682.37982,0
"18414",18414,34876,"Morera","29/03/2011 10:35","Medio (4 - 8 mts)",66,"Grande",-68.8516395351,-32.8799914193,6,"Residencial Norte",2694682.37982,0
"18415",18415,34878,"Morera","29/03/2011 10:32","Medio (4 - 8 mts)",74,"Grande",-68.8516699609,-32.8800996026,1,"Parque Central",1655357.93265,0
"18416",18416,34879,"Perenne","29/03/2011 12:44","Alto (> 8 mts)",70,"Grande",-68.8511503491,-32.8804418866,1,"Parque Central",1655357.93265,0
"18417",18417,34880,"Fresno europeo","29/03/2011 12:42","Alto (> 8 mts)",47,"Mediano",-68.8511777849,-32.8805057375,1,"Parque Central",1655357.93265,0
"18418",18418,34882,"Fresno europeo","29/03/2011 11:03","Alto (> 8 mts)",135,"Grande",-68.8512359644,-32.8806695541,1,"Parque Central",1655357.93265,0
"18419",18419,34889,"Morera","29/03/2011 10:34","Alto (> 8 mts)",123,"Grande",-68.8513430831,-32.8813157355,1,"Parque Central",1655357.93265,1
"18420",18420,34893,"Pltano","29/03/2011 10:22","Alto (> 8 mts)",147,"Grande",-68.8515867761,-32.8814711007,1,"Parque Central",1655357.93265,0
"18421",18421,34894,"Morera","29/03/2011 10:18","Alto (> 8 mts)",190,"Grande",-68.8516604284,-32.881456761,1,"Parque Central",1655357.93265,1
"18422",18422,34896,"Pltano","29/03/2011 10:13","Alto (> 8 mts)",138,"Grande",-68.8518021331,-32.8814293949,1,"Parque Central",1655357.93265,0
"18423",18423,34897,"Pltano","29/03/2011 10:11","Alto (> 8 mts)",170,"Grande",-68.8518965517,-32.8814132285,1,"Parque Central",1655357.93265,0
"18424",18424,34898,"Fresno europeo","29/03/2011 10:09","Alto (> 8 mts)",110,"Grande",-68.8519443021,-32.8814042356,1,"Parque Central",1655357.93265,0
"18425",18425,34900,"Fresno europeo","29/03/2011 10:03","Alto (> 8 mts)",87,"Grande",-68.8519804153,-32.8812807933,1,"Parque Central",1655357.93265,0
"18426",18426,34902,"Fresno europeo","29/03/2011 09:56","Medio (4 - 8 mts)",22,"Mediano",-68.8519191927,-32.8810822582,1,"Parque Central",1655357.93265,0
"18427",18427,34903,"Fresno europeo","29/03/2011 09:50","Alto (> 8 mts)",90,"Grande",-68.8518817891,-32.8809317512,1,"Parque Central",1655357.93265,0
"18428",18428,34906,"Fresno europeo","28/03/2011 12:36","Alto (> 8 mts)",98,"Grande",-68.8518239091,-32.8806936645,1,"Parque Central",1655357.93265,0
"18429",18429,34907,"Fresno europeo","28/03/2011 12:30","Alto (> 8 mts)",53,"Mediano",-68.8517983767,-32.8806056606,1,"Parque Central",1655357.93265,0
"18430",18430,34908,"Morera","28/03/2011 12:28","Alto (> 8 mts)",138,"Grande",-68.851786317,-32.8805320681,1,"Parque Central",1655357.93265,0
"18431",18431,34909,"Paraiso","28/03/2011 12:26","Medio (4 - 8 mts)",57,"Mediano",-68.851766758,-32.880475626,1,"Parque Central",1655357.93265,0
"18432",18432,34911,"Paraiso","28/03/2011 12:23","Medio (4 - 8 mts)",70,"Grande",-68.8517361793,-32.8803673352,1,"Parque Central",1655357.93265,0
"18433",18433,34912,"Fresno europeo","28/03/2011 12:21","Alto (> 8 mts)",106,"Grande",-68.8517173086,-32.8803134782,1,"Parque Central",1655357.93265,0
"18434",18434,34919,"Fresno europeo","28/03/2011 12:07","Muy bajo (1 - 2 mts)",8,"Chico",-68.8511882286,-32.8803726456,1,"Parque Central",1655357.93265,0
"18435",18435,34921,"Perenne","06/04/2011 10:55","Alto (> 8 mts)",250,"Grande",-68.8565387463,-32.8804592361,7,"Residencial Parque",1786336.08966,0
"18436",18436,34922,"Morera","06/04/2011 10:53","Alto (> 8 mts)",150,"Grande",-68.8565313832,-32.8804336141,7,"Residencial Parque",1786336.08966,0
"18437",18437,34924,"Fresno americano","06/04/2011 10:46","Bajo (2 - 4 mts)",64,"Grande",-68.8564697495,-32.8802580956,7,"Residencial Parque",1786336.08966,0
"18438",18438,34926,"Fresno europeo","06/04/2011 10:43","Medio (4 - 8 mts)",68,"Grande",-68.8564496141,-32.8801537466,7,"Residencial Parque",1786336.08966,0
"18439",18439,34927,"Pltano","06/04/2011 10:27","Alto (> 8 mts)",100,"Grande",-68.8564357188,-32.8800895301,7,"Residencial Parque",1786336.08966,0
"18440",18440,34928,"Morera","06/04/2011 10:21","Alto (> 8 mts)",79,"Grande",-68.8564216036,-32.8800291906,7,"Residencial Parque",1786336.08966,0
"18441",18441,34929,"Morera","06/04/2011 10:19","Alto (> 8 mts)",130,"Grande",-68.8563959791,-32.879949181,7,"Residencial Parque",1786336.08966,0
"18442",18442,34930,"Morera","06/04/2011 10:16","Alto (> 8 mts)",122,"Grande",-68.8563628742,-32.8798030687,7,"Residencial Parque",1786336.08966,0
"18443",18443,34931,"Fresno europeo","06/04/2011 10:13","Medio (4 - 8 mts)",74,"Grande",-68.8563436356,-32.8797391165,7,"Residencial Parque",1786336.08966,0
"18444",18444,34933,"Morera","06/04/2011 10:09","Alto (> 8 mts)",104,"Grande",-68.8563009249,-32.8795627405,6,"Residencial Norte",2694682.37982,0
"18445",18445,34936,"Fresno europeo","06/04/2011 10:00","Alto (> 8 mts)",100,"Grande",-68.8563120162,-32.8794009452,6,"Residencial Norte",2694682.37982,0
"18446",18446,34940,"Fresno europeo","04/04/2011 12:21","Medio (4 - 8 mts)",70,"Grande",-68.8566283083,-32.8793432391,7,"Residencial Parque",1786336.08966,0
"18447",18447,34944,"Fresno europeo","04/04/2011 12:16","Alto (> 8 mts)",70,"Grande",-68.857059614,-32.8792651051,7,"Residencial Parque",1786336.08966,0
"18448",18448,34945,"Morera","04/04/2011 12:14","Medio (4 - 8 mts)",55,"Mediano",-68.8571015513,-32.8792970009,7,"Residencial Parque",1786336.08966,0
"18449",18449,34948,"Morera","04/04/2011 12:08","Alto (> 8 mts)",130,"Grande",-68.8571998575,-32.8795047551,7,"Residencial Parque",1786336.08966,1
"18450",18450,34950,"Morera","04/04/2011 12:04","Alto (> 8 mts)",150,"Grande",-68.8572715817,-32.8796916678,7,"Residencial Parque",1786336.08966,0
"18451",18451,34952,"Morera","04/04/2011 11:58","Alto (> 8 mts)",110,"Grande",-68.8573078397,-32.8797715883,7,"Residencial Parque",1786336.08966,0
"18452",18452,34953,"Morera","04/04/2011 11:55","Alto (> 8 mts)",90,"Grande",-68.8573360563,-32.8798295913,7,"Residencial Parque",1786336.08966,1
"18453",18453,34954,"Morera","04/04/2011 11:54","Alto (> 8 mts)",150,"Grande",-68.8573555739,-32.8798919395,7,"Residencial Parque",1786336.08966,0
"18454",18454,34955,"Fresno europeo","04/04/2011 11:53","Alto (> 8 mts)",100,"Grande",-68.8574014874,-32.87998153,7,"Residencial Parque",1786336.08966,0
"18455",18455,34956,"Morera","04/04/2011 11:51","Medio (4 - 8 mts)",65,"Grande",-68.8574279861,-32.8800499987,7,"Residencial Parque",1786336.08966,0
"18456",18456,34957,"Fresno europeo","04/04/2011 11:50","Alto (> 8 mts)",85,"Grande",-68.857459829,-32.8801178423,7,"Residencial Parque",1786336.08966,0
"18457",18457,34958,"Fresno europeo","04/04/2011 11:49","Alto (> 8 mts)",125,"Grande",-68.8574902552,-32.8802028165,7,"Residencial Parque",1786336.08966,0
"18458",18458,34962,"Morera","04/04/2011 10:29","Alto (> 8 mts)",130,"Grande",-68.8573196188,-32.8803833122,7,"Residencial Parque",1786336.08966,0
"18459",18459,34964,"Fresno europeo","04/04/2011 10:25","Bajo (2 - 4 mts)",25,"Mediano",-68.8571442476,-32.8804159454,7,"Residencial Parque",1786336.08966,0
"18460",18460,34966,"Fresno europeo","04/04/2011 10:23","Alto (> 8 mts)",100,"Grande",-68.856958392,-32.8804479857,7,"Residencial Parque",1786336.08966,0
"18461",18461,34968,"Morera","04/04/2011 10:15","Alto (> 8 mts)",90,"Grande",-68.8567354265,-32.8804899991,7,"Residencial Parque",1786336.08966,0
"18462",18462,34969,"Perenne","04/04/2011 10:09","Medio (4 - 8 mts)",320,"Grande",-68.8566597712,-32.8805176431,7,"Residencial Parque",1786336.08966,0
"18463",18463,34974,"Morera","04/04/2011 10:23","Alto (> 8 mts)",112,"Grande",-68.8561008458,-32.8806209792,7,"Residencial Parque",1786336.08966,0
"18464",18464,34977,"Fresno europeo","04/04/2011 10:15","Alto (> 8 mts)",99,"Grande",-68.8558338331,-32.8806782701,6,"Residencial Norte",2694682.37982,0
