"id","especie","altura","circ_tronco_cm","diametro_tronco","seccion","nombre_seccion","inclinacion_peligrosa"
34215,"Morera","Medio (4 - 8 mts)",140,"Grande",6,"Residencial Norte",1
34276,"Morera","Alto (> 8 mts)",220,"Grande",6,"Residencial Norte",1
34339,"Fresno europeo","Medio (4 - 8 mts)",70,"Grande",6,"Residencial Norte",1
34466,"Paraiso","Alto (> 8 mts)",144,"Grande",6,"Residencial Norte",1
34489,"Morera","Alto (> 8 mts)",152,"Grande",6,"Residencial Norte",1
34501,"Morera","Alto (> 8 mts)",140,"Grande",6,"Residencial Norte",1
34561,"Morera","Alto (> 8 mts)",190,"Grande",6,"Residencial Norte",1
34579,"Morera","Medio (4 - 8 mts)",90,"Grande",6,"Residencial Norte",1
34594,"Paraiso","Alto (> 8 mts)",140,"Grande",6,"Residencial Norte",1
34611,"Paraiso","Medio (4 - 8 mts)",100,"Grande",6,"Residencial Norte",1
34639,"Morera","Alto (> 8 mts)",160,"Grande",6,"Residencial Norte",1
34683,"Morera","Alto (> 8 mts)",160,"Grande",6,"Residencial Norte",1
34711,"Morera","Medio (4 - 8 mts)",50,"Mediano",6,"Residencial Norte",1
34714,"Morera","Medio (4 - 8 mts)",60,"Mediano",6,"Residencial Norte",1
34726,"Morera","Medio (4 - 8 mts)",88,"Grande",6,"Residencial Norte",1
34729,"Morera","Medio (4 - 8 mts)",140,"Grande",6,"Residencial Norte",1
34744,"Morera","Alto (> 8 mts)",77,"Grande",6,"Residencial Norte",1
34767,"Morera","Alto (> 8 mts)",146,"Grande",6,"Residencial Norte",1
34776,"Fresno europeo","Alto (> 8 mts)",76,"Grande",6,"Residencial Norte",1
34777,"Morera","Alto (> 8 mts)",125,"Grande",6,"Residencial Norte",1
34822,"Morera","Alto (> 8 mts)",153,"Grande",6,"Residencial Norte",1
34831,"Morera","Alto (> 8 mts)",148,"Grande",6,"Residencial Norte",1
34865,"Morera","Alto (> 8 mts)",132,"Grande",6,"Residencial Norte",1
34877,"Morera","Bajo (2 - 4 mts)",32,"Mediano",6,"Residencial Norte",1
34889,"Morera","Alto (> 8 mts)",123,"Grande",1,"Parque Central",1
34894,"Morera","Alto (> 8 mts)",190,"Grande",1,"Parque Central",1
34948,"Morera","Alto (> 8 mts)",130,"Grande",7,"Residencial Parque",1
34953,"Morera","Alto (> 8 mts)",90,"Grande",7,"Residencial Parque",1
34990,"Paraiso","Medio (4 - 8 mts)",90,"Grande",6,"Residencial Norte",1
34993,"Fresno europeo","Alto (> 8 mts)",98,"Grande",6,"Residencial Norte",1
35016,"Morera","Alto (> 8 mts)",132,"Grande",7,"Residencial Parque",1
35018,"Morera","Alto (> 8 mts)",106,"Grande",7,"Residencial Parque",1
35026,"Morera","Medio (4 - 8 mts)",71,"Grande",6,"Residencial Norte",1
35046,"Morera","Alto (> 8 mts)",100,"Grande",6,"Residencial Norte",1
35048,"Morera","Alto (> 8 mts)",150,"Grande",6,"Residencial Norte",1
35054,"Morera","Alto (> 8 mts)",160,"Grande",6,"Residencial Norte",1
35064,"Perenne","Medio (4 - 8 mts)",62,"Grande",6,"Residencial Norte",1
35079,"Fresno europeo","Alto (> 8 mts)",63,"Grande",6,"Residencial Norte",1
35100,"Morera","Alto (> 8 mts)",120,"Grande",6,"Residencial Norte",1
35126,"Morera","Alto (> 8 mts)",160,"Grande",6,"Residencial Norte",1
35166,"Pltano","Alto (> 8 mts)",194,"Grande",1,"Parque Central",1
35181,"Morera","Alto (> 8 mts)",80,"Grande",1,"Parque Central",1
35213,"Morera","Alto (> 8 mts)",125,"Grande",1,"Parque Central",1
35215,"Morera","Alto (> 8 mts)",150,"Grande",1,"Parque Central",1
35216,"Pltano","Alto (> 8 mts)",145,"Grande",1,"Parque Central",1
35220,"Morera","Alto (> 8 mts)",150,"Grande",6,"Residencial Norte",1
35221,"Morera","Alto (> 8 mts)",150,"Grande",6,"Residencial Norte",1
35227,"Acacia SP","Alto (> 8 mts)",225,"Grande",6,"Residencial Norte",1
35236,"Paraiso","Medio (4 - 8 mts)",66,"Grande",6,"Residencial Norte",1
35284,"Morera","Medio (4 - 8 mts)",140,"Grande",1,"Parque Central",1
35309,"Morera","Medio (4 - 8 mts)",110,"Grande",1,"Parque Central",1
35315,"Morera","Medio (4 - 8 mts)",110,"Grande",1,"Parque Central",1
35327,"Morera","Medio (4 - 8 mts)",110,"Grande",5,"Residencial Sur",1
35338,"Morera","Medio (4 - 8 mts)",130,"Grande",5,"Residencial Sur",1
35340,"Morera","Medio (4 - 8 mts)",80,"Grande",5,"Residencial Sur",1
35375,"Morera","Medio (4 - 8 mts)",100,"Grande",5,"Residencial Sur",1
35380,"Morera","Medio (4 - 8 mts)",110,"Grande",5,"Residencial Sur",1
35389,"Acacia SP","Alto (> 8 mts)",200,"Grande",5,"Residencial Sur",1
35441,"Morera","Alto (> 8 mts)",180,"Grande",6,"Residencial Norte",1
35442,"Morera","Alto (> 8 mts)",77,"Grande",6,"Residencial Norte",1
35450,"Morera","Alto (> 8 mts)",70,"Grande",6,"Residencial Norte",1
35479,"Morera","Alto (> 8 mts)",160,"Grande",7,"Residencial Parque",1
35496,"Morera","Alto (> 8 mts)",110,"Grande",7,"Residencial Parque",1
35503,"Morera","Alto (> 8 mts)",130,"Grande",6,"Residencial Norte",1
35526,"Morera","Medio (4 - 8 mts)",110,"Grande",7,"Residencial Parque",1
35534,"Pltano","Medio (4 - 8 mts)",120,"Grande",7,"Residencial Parque",1
35536,"Morera","Medio (4 - 8 mts)",100,"Grande",7,"Residencial Parque",1
35556,"Morera","Medio (4 - 8 mts)",130,"Grande",5,"Residencial Sur",1
35626,"Paraiso","Alto (> 8 mts)",160,"Grande",6,"Residencial Norte",1
35664,"Morera","Medio (4 - 8 mts)",100,"Grande",6,"Residencial Norte",1
35709,"Morera","Medio (4 - 8 mts)",120,"Grande",6,"Residencial Norte",1
35711,"Paraiso","Medio (4 - 8 mts)",98,"Grande",6,"Residencial Norte",1
35767,"Morera","Alto (> 8 mts)",90,"Grande",6,"Residencial Norte",1
35776,"Fresno europeo","Medio (4 - 8 mts)",70,"Grande",6,"Residencial Norte",1
35781,"Morera","Alto (> 8 mts)",190,"Grande",6,"Residencial Norte",1
35827,"Morera","Alto (> 8 mts)",125,"Grande",6,"Residencial Norte",1
35828,"Fresno europeo","Medio (4 - 8 mts)",75,"Grande",6,"Residencial Norte",1
35859,"Morera","Alto (> 8 mts)",149,"Grande",6,"Residencial Norte",1
35896,"Morera","Alto (> 8 mts)",143,"Grande",6,"Residencial Norte",1
35897,"Morera","Alto (> 8 mts)",160,"Grande",6,"Residencial Norte",1
35898,"Morera","Alto (> 8 mts)",156,"Grande",6,"Residencial Norte",1
35901,"Morera","Alto (> 8 mts)",160,"Grande",6,"Residencial Norte",1
35948,"Morera","Alto (> 8 mts)",160,"Grande",6,"Residencial Norte",1
35980,"Fresno europeo","Alto (> 8 mts)",130,"Grande",6,"Residencial Norte",1
35985,"Morera","Alto (> 8 mts)",125,"Grande",6,"Residencial Norte",1
36072,"Morera","Alto (> 8 mts)",125,"Grande",6,"Residencial Norte",1
36113,"Morera","Alto (> 8 mts)",120,"Grande",6,"Residencial Norte",1
36120,"Morera","Medio (4 - 8 mts)",98,"Grande",6,"Residencial Norte",1
36146,"Morera","Medio (4 - 8 mts)",80,"Grande",6,"Residencial Norte",1
36155,"Pltano","Alto (> 8 mts)",135,"Grande",6,"Residencial Norte",1
36180,"Morera","Alto (> 8 mts)",90,"Grande",6,"Residencial Norte",1
36201,"Fresno europeo","Alto (> 8 mts)",105,"Grande",6,"Residencial Norte",1
36208,"Morera","Alto (> 8 mts)",140,"Grande",6,"Residencial Norte",1
36209,"Morera","Alto (> 8 mts)",80,"Grande",6,"Residencial Norte",1
36245,"Fresno europeo","Medio (4 - 8 mts)",85,"Grande",6,"Residencial Norte",1
36258,"Morera","Alto (> 8 mts)",146,"Grande",6,"Residencial Norte",1
36271,"Jacarand","Bajo (2 - 4 mts)",16,"Chico",6,"Residencial Norte",1
36308,"Morera","Alto (> 8 mts)",170,"Grande",6,"Residencial Norte",1
36328,"Morera","Alto (> 8 mts)",180,"Grande",6,"Residencial Norte",1
36354,"Morera","Alto (> 8 mts)",140,"Grande",6,"Residencial Norte",1
36380,"Fresno europeo","Medio (4 - 8 mts)",140,"Grande",6,"Residencial Norte",1
36384,"Fresno europeo","Alto (> 8 mts)",130,"Grande",6,"Residencial Norte",1
36392,"Fresno europeo","Medio (4 - 8 mts)",65,"Grande",6,"Residencial Norte",1
36394,"Morera","Alto (> 8 mts)",105,"Grande",6,"Residencial Norte",1
36416,"Morera","Alto (> 8 mts)",138,"Grande",6,"Residencial Norte",1
36455,"Pltano","Alto (> 8 mts)",180,"Grande",6,"Residencial Norte",1
36510,"Morera","Alto (> 8 mts)",185,"Grande",6,"Residencial Norte",1
36519,"Morera","Alto (> 8 mts)",120,"Grande",6,"Residencial Norte",1
36530,"Paraiso","Alto (> 8 mts)",90,"Grande",7,"Residencial Parque",1
36540,"Morera","Alto (> 8 mts)",110,"Grande",6,"Residencial Norte",1
36542,"Paraiso","Alto (> 8 mts)",180,"Grande",6,"Residencial Norte",1
36555,"Fresno europeo","Medio (4 - 8 mts)",90,"Grande",5,"Residencial Sur",1
36564,"Morera","Bajo (2 - 4 mts)",60,"Mediano",5,"Residencial Sur",1
36572,"Paraiso sombrilla","Medio (4 - 8 mts)",130,"Grande",7,"Residencial Parque",1
36604,"Morera","Medio (4 - 8 mts)",140,"Grande",7,"Residencial Parque",1
36612,"Morera","Medio (4 - 8 mts)",110,"Grande",7,"Residencial Parque",1
36613,"Morera","Medio (4 - 8 mts)",110,"Grande",7,"Residencial Parque",1
36645,"Morera","Medio (4 - 8 mts)",120,"Grande",7,"Residencial Parque",1
36651,"Morera","Medio (4 - 8 mts)",130,"Grande",7,"Residencial Parque",1
36665,"Fresno europeo","Medio (4 - 8 mts)",120,"Grande",7,"Residencial Parque",1
36674,"Morera","Medio (4 - 8 mts)",120,"Grande",7,"Residencial Parque",1
36684,"Morera","Medio (4 - 8 mts)",150,"Grande",5,"Residencial Sur",1
36708,"Paraiso","Bajo (2 - 4 mts)",110,"Grande",7,"Residencial Parque",1
36714,"Morera","Medio (4 - 8 mts)",110,"Grande",7,"Residencial Parque",1
36720,"Pltano","Alto (> 8 mts)",320,"Grande",7,"Residencial Parque",1
36748,"Morera","Medio (4 - 8 mts)",110,"Grande",7,"Residencial Parque",1
36752,"Morera","Alto (> 8 mts)",102,"Grande",7,"Residencial Parque",1
36769,"Morera","Alto (> 8 mts)",168,"Grande",7,"Residencial Parque",1
36770,"Morera","Alto (> 8 mts)",96,"Grande",7,"Residencial Parque",1
36786,"Fresno europeo","Alto (> 8 mts)",52,"Mediano",7,"Residencial Parque",1
36790,"Morera","Alto (> 8 mts)",200,"Grande",7,"Residencial Parque",1
36792,"Morera","Alto (> 8 mts)",170,"Grande",7,"Residencial Parque",1
36803,"Morera","Alto (> 8 mts)",115,"Grande",7,"Residencial Parque",1
36812,"Pltano","Alto (> 8 mts)",120,"Grande",7,"Residencial Parque",1
36823,"Pltano","Alto (> 8 mts)",120,"Grande",7,"Residencial Parque",1
36826,"Pltano","Alto (> 8 mts)",180,"Grande",7,"Residencial Parque",1
36870,"Pltano","Alto (> 8 mts)",142,"Grande",7,"Residencial Parque",1
36896,"Morera","Alto (> 8 mts)",140,"Grande",7,"Residencial Parque",1
36900,"Morera","Medio (4 - 8 mts)",70,"Grande",7,"Residencial Parque",1
36901,"Morera","Alto (> 8 mts)",145,"Grande",7,"Residencial Parque",1
36914,"Morera","Alto (> 8 mts)",120,"Grande",7,"Residencial Parque",1
36934,"Morera","Alto (> 8 mts)",117,"Grande",7,"Residencial Parque",1
36945,"Fresno europeo","Medio (4 - 8 mts)",68,"Grande",7,"Residencial Parque",1
36960,"Fresno europeo","Alto (> 8 mts)",94,"Grande",7,"Residencial Parque",1
36962,"Morera","Alto (> 8 mts)",120,"Grande",7,"Residencial Parque",1
36993,"Morera","Alto (> 8 mts)",72,"Grande",7,"Residencial Parque",1
37027,"Morera","Alto (> 8 mts)",120,"Grande",7,"Residencial Parque",1
37028,"Morera","Medio (4 - 8 mts)",124,"Grande",7,"Residencial Parque",1
37030,"Morera","Medio (4 - 8 mts)",112,"Grande",6,"Residencial Norte",1
37051,"Morera","Medio (4 - 8 mts)",120,"Grande",6,"Residencial Norte",1
37056,"Fresno europeo","Bajo (2 - 4 mts)",60,"Mediano",6,"Residencial Norte",1
37064,"Acacia SP","Alto (> 8 mts)",104,"Grande",6,"Residencial Norte",1
37068,"Morera","Medio (4 - 8 mts)",88,"Grande",6,"Residencial Norte",1
37095,"Morera","Alto (> 8 mts)",90,"Grande",7,"Residencial Parque",1
37096,"Morera","Alto (> 8 mts)",150,"Grande",7,"Residencial Parque",1
37101,"Morera","Alto (> 8 mts)",160,"Grande",7,"Residencial Parque",1
37161,"Morera","Alto (> 8 mts)",200,"Grande",7,"Residencial Parque",1
37176,"Fresno europeo","Alto (> 8 mts)",92,"Grande",7,"Residencial Parque",1
37187,"Morera","Alto (> 8 mts)",108,"Grande",7,"Residencial Parque",1
37210,"Prunas","Medio (4 - 8 mts)",50,"Mediano",6,"Residencial Norte",1
37233,"Paraiso","Alto (> 8 mts)",180,"Grande",6,"Residencial Norte",1
37303,"Pltano","Alto (> 8 mts)",160,"Grande",7,"Residencial Parque",1
37448,"Pltano","Muy bajo (1 - 2 mts)",70,"Grande",6,"Residencial Norte",1
37469,"Paraiso","Alto (> 8 mts)",90,"Grande",6,"Residencial Norte",1
37491,"Morera","Alto (> 8 mts)",220,"Grande",6,"Residencial Norte",1
37494,"Morera","Medio (4 - 8 mts)",150,"Grande",6,"Residencial Norte",1
37495,"Morera","Medio (4 - 8 mts)",160,"Grande",6,"Residencial Norte",1
37498,"Morera","Alto (> 8 mts)",190,"Grande",6,"Residencial Norte",1
37508,"Paraiso","Alto (> 8 mts)",110,"Grande",6,"Residencial Norte",1
37509,"Morera","Alto (> 8 mts)",240,"Grande",6,"Residencial Norte",1
37559,"Morera","Alto (> 8 mts)",190,"Grande",6,"Residencial Norte",1
37596,"Pltano","Bajo (2 - 4 mts)",105,"Grande",6,"Residencial Norte",1
37622,"Morera","Alto (> 8 mts)",150,"Grande",6,"Residencial Norte",1
37633,"Olmo bola","Alto (> 8 mts)",170,"Grande",6,"Residencial Norte",1
37637,"Morera","Alto (> 8 mts)",90,"Grande",6,"Residencial Norte",1
37640,"Morera","Alto (> 8 mts)",130,"Grande",6,"Residencial Norte",1
37655,"Fresno europeo","Medio (4 - 8 mts)",60,"Mediano",6,"Residencial Norte",1
37659,"Fresno europeo","Bajo (2 - 4 mts)",40,"Mediano",6,"Residencial Norte",1
37660,"Fresno europeo","Alto (> 8 mts)",160,"Grande",6,"Residencial Norte",1
37662,"Fresno europeo","Alto (> 8 mts)",115,"Grande",6,"Residencial Norte",1
37673,"Paraiso","Alto (> 8 mts)",90,"Grande",6,"Residencial Norte",1
37686,"Fresno europeo","Medio (4 - 8 mts)",120,"Grande",6,"Residencial Norte",1
37724,"Fresno europeo","Alto (> 8 mts)",120,"Grande",6,"Residencial Norte",1
37744,"Morera","Alto (> 8 mts)",160,"Grande",6,"Residencial Norte",1
37760,"Morera","Bajo (2 - 4 mts)",18,"Chico",6,"Residencial Norte",1
37787,"Morera","Medio (4 - 8 mts)",80,"Grande",6,"Residencial Norte",1
37818,"Olmo bola","Alto (> 8 mts)",200,"Grande",6,"Residencial Norte",1
37928,"Paraiso","Alto (> 8 mts)",170,"Grande",6,"Residencial Norte",1
37991,"Fresno americano","Bajo (2 - 4 mts)",44,"Mediano",6,"Residencial Norte",1
38043,"Morera","Alto (> 8 mts)",60,"Mediano",6,"Residencial Norte",1
38052,"Morera","Alto (> 8 mts)",180,"Grande",6,"Residencial Norte",1
38176,"Morera","Alto (> 8 mts)",210,"Grande",6,"Residencial Norte",1
38224,"Morera","Alto (> 8 mts)",185,"Grande",6,"Residencial Norte",1
38242,"Paraiso","Alto (> 8 mts)",145,"Grande",6,"Residencial Norte",1
38244,"Paraiso","Alto (> 8 mts)",160,"Grande",6,"Residencial Norte",1
38251,"Fresno europeo","Medio (4 - 8 mts)",60,"Mediano",6,"Residencial Norte",1
38297,"Morera","Alto (> 8 mts)",210,"Grande",6,"Residencial Norte",1
38362,"Paraiso","Alto (> 8 mts)",190,"Grande",6,"Residencial Norte",1
38374,"Paraiso","Alto (> 8 mts)",160,"Grande",6,"Residencial Norte",1
38375,"Paraiso","Alto (> 8 mts)",200,"Grande",6,"Residencial Norte",1
38379,"Morera","Alto (> 8 mts)",210,"Grande",6,"Residencial Norte",1
38391,"Morera","Alto (> 8 mts)",270,"Grande",6,"Residencial Norte",1
38421,"Paraiso","Alto (> 8 mts)",198,"Grande",6,"Residencial Norte",1
38423,"Paraiso","Medio (4 - 8 mts)",190,"Grande",6,"Residencial Norte",1
38450,"Morera","Alto (> 8 mts)",190,"Grande",6,"Residencial Norte",1
38474,"Paraiso","Alto (> 8 mts)",200,"Grande",6,"Residencial Norte",1
38485,"Paraiso","Alto (> 8 mts)",195,"Grande",6,"Residencial Norte",1
38503,"Paraiso","Alto (> 8 mts)",220,"Grande",6,"Residencial Norte",1
38529,"Fresno europeo","Alto (> 8 mts)",160,"Grande",6,"Residencial Norte",1
38534,"Fresno europeo","Alto (> 8 mts)",120,"Grande",6,"Residencial Norte",1
38558,"Morera","Alto (> 8 mts)",200,"Grande",6,"Residencial Norte",1
38559,"Morera","Alto (> 8 mts)",120,"Grande",6,"Residencial Norte",1
38589,"Paraiso","Alto (> 8 mts)",230,"Grande",6,"Residencial Norte",1
38593,"Paraiso","Medio (4 - 8 mts)",160,"Grande",6,"Residencial Norte",1
38643,"Morera","Alto (> 8 mts)",240,"Grande",6,"Residencial Norte",1
38664,"Paraiso","Alto (> 8 mts)",260,"Grande",6,"Residencial Norte",1
38672,"Paraiso","Alto (> 8 mts)",210,"Grande",6,"Residencial Norte",1
38675,"Morera","Alto (> 8 mts)",110,"Grande",6,"Residencial Norte",1
38690,"Morera","Alto (> 8 mts)",180,"Grande",6,"Residencial Norte",1
38712,"Paraiso","Alto (> 8 mts)",180,"Grande",6,"Residencial Norte",1
38754,"Morera","Alto (> 8 mts)",198,"Grande",6,"Residencial Norte",1
38764,"Morera","Alto (> 8 mts)",215,"Grande",6,"Residencial Norte",1
38799,"Paraiso","Alto (> 8 mts)",80,"Grande",6,"Residencial Norte",1
38803,"Morera","Alto (> 8 mts)",215,"Grande",6,"Residencial Norte",1
38808,"Morera","Alto (> 8 mts)",140,"Grande",6,"Residencial Norte",1
38809,"Morera","Alto (> 8 mts)",150,"Grande",6,"Residencial Norte",1
38829,"Morera","Alto (> 8 mts)",100,"Grande",6,"Residencial Norte",1
38880,"Fresno europeo","Alto (> 8 mts)",94,"Grande",6,"Residencial Norte",1
38902,"Paraiso","Alto (> 8 mts)",160,"Grande",6,"Residencial Norte",1
38926,"Morera","Alto (> 8 mts)",180,"Grande",6,"Residencial Norte",1
38933,"Morera","Alto (> 8 mts)",117,"Grande",6,"Residencial Norte",1
38967,"Morera","Alto (> 8 mts)",90,"Grande",6,"Residencial Norte",1
39009,"Morera","Medio (4 - 8 mts)",80,"Grande",6,"Residencial Norte",1
39087,"Morera","Alto (> 8 mts)",160,"Grande",6,"Residencial Norte",1
39108,"Fresno europeo","Alto (> 8 mts)",110,"Grande",6,"Residencial Norte",1
39110,"Fresno europeo","Medio (4 - 8 mts)",70,"Grande",6,"Residencial Norte",1
39156,"Fresno europeo","Bajo (2 - 4 mts)",80,"Grande",6,"Residencial Norte",1
39216,"Morera","Alto (> 8 mts)",80,"Grande",6,"Residencial Norte",1
39254,"Fresno europeo","Medio (4 - 8 mts)",90,"Grande",6,"Residencial Norte",1
39259,"Morera","Alto (> 8 mts)",170,"Grande",6,"Residencial Norte",1
39263,"Paraiso","Alto (> 8 mts)",80,"Grande",6,"Residencial Norte",1
39328,"Morera","Alto (> 8 mts)",180,"Grande",6,"Residencial Norte",1
39386,"Paraiso","Alto (> 8 mts)",120,"Grande",6,"Residencial Norte",1
39394,"Morera","Alto (> 8 mts)",170,"Grande",6,"Residencial Norte",1
39408,"Morera","Alto (> 8 mts)",122,"Grande",6,"Residencial Norte",1
39414,"Paraiso","Alto (> 8 mts)",150,"Grande",6,"Residencial Norte",1
39417,"Paraiso","Alto (> 8 mts)",190,"Grande",6,"Residencial Norte",1
39442,"Paraiso","Alto (> 8 mts)",220,"Grande",6,"Residencial Norte",1
39460,"Paraiso","Medio (4 - 8 mts)",107,"Grande",6,"Residencial Norte",1
39492,"Morera","Alto (> 8 mts)",120,"Grande",6,"Residencial Norte",1
39501,"Morera","Alto (> 8 mts)",95,"Grande",6,"Residencial Norte",1
39539,"Morera","Alto (> 8 mts)",210,"Grande",6,"Residencial Norte",1
39560,"Morera","Alto (> 8 mts)",180,"Grande",6,"Residencial Norte",1
39577,"Morera","Alto (> 8 mts)",170,"Grande",6,"Residencial Norte",1
39605,"Morera","Alto (> 8 mts)",160,"Grande",6,"Residencial Norte",1
39703,"Morera","Medio (4 - 8 mts)",120,"Grande",6,"Residencial Norte",1
39715,"Morera","Medio (4 - 8 mts)",180,"Grande",4,"Cuarta Oeste",1
39791,"Morera","Alto (> 8 mts)",127,"Grande",1,"Parque Central",1
39795,"Morera","Alto (> 8 mts)",135,"Grande",1,"Parque Central",1
39810,"Morera","Alto (> 8 mts)",150,"Grande",1,"Parque Central",1
39826,"Morera","Alto (> 8 mts)",95,"Grande",1,"Parque Central",1
39834,"Morera","Alto (> 8 mts)",140,"Grande",1,"Parque Central",1
39837,"Morera","Alto (> 8 mts)",140,"Grande",6,"Residencial Norte",1
39853,"Morera","Alto (> 8 mts)",140,"Grande",6,"Residencial Norte",1
39882,"Morera","Alto (> 8 mts)",175,"Grande",1,"Parque Central",1
39945,"Catalpa","Medio (4 - 8 mts)",180,"Grande",1,"Parque Central",1
39950,"Morera","Medio (4 - 8 mts)",150,"Grande",1,"Parque Central",1
39971,"Morera","Alto (> 8 mts)",160,"Grande",1,"Parque Central",1
39972,"Morera","Alto (> 8 mts)",170,"Grande",1,"Parque Central",1
39973,"Morera","Alto (> 8 mts)",175,"Grande",1,"Parque Central",1
39987,"Morera","Medio (4 - 8 mts)",160,"Grande",1,"Parque Central",1
40022,"Morera","Alto (> 8 mts)",190,"Grande",1,"Parque Central",1
40030,"Morera","Alto (> 8 mts)",160,"Grande",1,"Parque Central",1
40048,"Morera","Alto (> 8 mts)",160,"Grande",1,"Parque Central",1
40053,"Morera","Alto (> 8 mts)",200,"Grande",1,"Parque Central",1
40079,"Morera","Medio (4 - 8 mts)",170,"Grande",1,"Parque Central",1
40097,"Morera","Alto (> 8 mts)",180,"Grande",1,"Parque Central",1
40119,"Morera","Alto (> 8 mts)",180,"Grande",1,"Parque Central",1
40143,"Morera","Medio (4 - 8 mts)",120,"Grande",1,"Parque Central",1
40144,"Fresno europeo","Medio (4 - 8 mts)",160,"Grande",1,"Parque Central",1
40146,"Morera","Alto (> 8 mts)",150,"Grande",1,"Parque Central",1
40150,"Morera","Alto (> 8 mts)",160,"Grande",1,"Parque Central",1
40214,"Morera","Alto (> 8 mts)",125,"Grande",1,"Parque Central",1
40216,"Morera","Alto (> 8 mts)",160,"Grande",1,"Parque Central",1
40283,"Morera","Medio (4 - 8 mts)",160,"Grande",1,"Parque Central",1
40291,"Morera","Medio (4 - 8 mts)",140,"Grande",1,"Parque Central",1
40299,"Morera","Alto (> 8 mts)",190,"Grande",1,"Parque Central",1
40307,"Aguaribay","Alto (> 8 mts)",240,"Grande",1,"Parque Central",1
40320,"Pltano","Alto (> 8 mts)",190,"Grande",1,"Parque Central",1
40338,"Morera","Medio (4 - 8 mts)",150,"Grande",1,"Parque Central",1
40374,"Pltano","Alto (> 8 mts)",190,"Grande",1,"Parque Central",1
40401,"Morera","Alto (> 8 mts)",125,"Grande",1,"Parque Central",1
40413,"Pltano","Alto (> 8 mts)",210,"Grande",1,"Parque Central",1
40465,"Pltano","Alto (> 8 mts)",130,"Grande",1,"Parque Central",1
40474,"Morera","Alto (> 8 mts)",117,"Grande",1,"Parque Central",1
40479,"Pltano","Alto (> 8 mts)",220,"Grande",1,"Parque Central",1
40519,"Pltano","Alto (> 8 mts)",120,"Grande",1,"Parque Central",1
40534,"Morera","Alto (> 8 mts)",175,"Grande",1,"Parque Central",1
40565,"Pltano","Alto (> 8 mts)",200,"Grande",1,"Parque Central",1
40567,"Pltano","Alto (> 8 mts)",170,"Grande",1,"Parque Central",1
40580,"Morera","Alto (> 8 mts)",190,"Grande",1,"Parque Central",1
40581,"Morera","Alto (> 8 mts)",200,"Grande",1,"Parque Central",1
40585,"Morera","Alto (> 8 mts)",125,"Grande",1,"Parque Central",1
40592,"Morera","Alto (> 8 mts)",180,"Grande",1,"Parque Central",1
40594,"Morera","Alto (> 8 mts)",180,"Grande",1,"Parque Central",1
40595,"Morera","Alto (> 8 mts)",200,"Grande",1,"Parque Central",1
40643,"Pltano","Alto (> 8 mts)",180,"Grande",1,"Parque Central",1
40656,"Morera","Alto (> 8 mts)",230,"Grande",1,"Parque Central",1
40705,"Morera","Alto (> 8 mts)",200,"Grande",1,"Parque Central",1
40726,"Morera","Alto (> 8 mts)",100,"Grande",1,"Parque Central",1
40727,"Morera","Alto (> 8 mts)",94,"Grande",1,"Parque Central",1
40732,"Morera","Alto (> 8 mts)",185,"Grande",1,"Parque Central",1
40749,"Morera","Alto (> 8 mts)",165,"Grande",1,"Parque Central",1
40823,"Fresno europeo","Alto (> 8 mts)",98,"Grande",1,"Parque Central",1
40825,"Pltano","Alto (> 8 mts)",166,"Grande",1,"Parque Central",1
40867,"Pltano","Alto (> 8 mts)",158,"Grande",3,"Parque O'Higgins",1
40883,"Morera","Medio (4 - 8 mts)",98,"Grande",3,"Parque O'Higgins",1
40887,"Acacia SP","Medio (4 - 8 mts)",58,"Mediano",1,"Parque Central",1
40929,"Morera","Medio (4 - 8 mts)",46,"Mediano",3,"Parque O'Higgins",1
40962,"Morera","Alto (> 8 mts)",170,"Grande",1,"Parque Central",1
40963,"Morera","Alto (> 8 mts)",168,"Grande",1,"Parque Central",1
40983,"Morera","Alto (> 8 mts)",198,"Grande",1,"Parque Central",1
40986,"Morera","Alto (> 8 mts)",164,"Grande",1,"Parque Central",1
40988,"Morera","Alto (> 8 mts)",146,"Grande",1,"Parque Central",1
40989,"Morera","Alto (> 8 mts)",182,"Grande",1,"Parque Central",1
40990,"Morera","Alto (> 8 mts)",176,"Grande",1,"Parque Central",1
40995,"Morera","Medio (4 - 8 mts)",160,"Grande",1,"Parque Central",1
41000,"Caducifolio","Alto (> 8 mts)",180,"Grande",1,"Parque Central",1
41010,"Morera","Alto (> 8 mts)",130,"Grande",1,"Parque Central",1
41026,"Morera","Alto (> 8 mts)",105,"Grande",1,"Parque Central",1
41030,"Morera","Alto (> 8 mts)",145,"Grande",1,"Parque Central",1
41035,"Morera","Alto (> 8 mts)",138,"Grande",1,"Parque Central",1
41067,"Morera","Alto (> 8 mts)",122,"Grande",1,"Parque Central",1
41156,"Morera","Alto (> 8 mts)",125,"Grande",1,"Parque Central",1
41160,"Morera","Alto (> 8 mts)",155,"Grande",1,"Parque Central",1
41161,"Morera","Alto (> 8 mts)",90,"Grande",1,"Parque Central",1
41180,"Morera","Alto (> 8 mts)",150,"Grande",1,"Parque Central",1
41182,"Morera","Alto (> 8 mts)",105,"Grande",1,"Parque Central",1
41198,"Morera","Alto (> 8 mts)",128,"Grande",1,"Parque Central",1
41232,"Morera","Alto (> 8 mts)",280,"Grande",1,"Parque Central",1
